season,week,team,opp,player,attempts,completions,passing_yards,passing_tds,interceptions,sacks,position,carries,rushing_yards,rushing_tds,fumbles_x,fumbles_lost_x,targets,receptions,receiving_yards,receiving_tds,air_yards,fumbles_y,fumbles_lost_y,fantasy_points_ppr,fantasy_points,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct
2025,1,ARI,NO,E.Higgins,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,5.0,0.0,0.0,1.3,0.3,,,,,,
2025,1,ARI,NO,G.Dortch,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,-2.0,0.0,0.0,0.8,-0.2,,,,,,
2025,1,ARI,NO,J.Conner,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,39.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,-15.0,0.0,0.0,14.4,10.4,,,,,,
2025,1,ARI,NO,K.Murray,34.0,21.0,163.0,2.0,0.0,5.0,QB,7.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32,18.32,,,,,,
2025,1,ARI,NO,M.Harrison,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,5.0,71.0,1.0,76.0,0.0,0.0,18.1,13.1,,,,,,
2025,1,ARI,NO,Mi.Wilson,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,62.0,0.0,0.0,1.5,0.5,,,,,,
2025,1,ARI,NO,T.Benson,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,69.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,-2.0,0.0,0.0,8.5,7.5,,,,,,
2025,1,ARI,NO,T.McBride,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,6.0,61.0,0.0,35.0,0.0,0.0,12.1,6.1,,,,,,
2025,1,ARI,NO,T.Reiman,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,5.0,0.0,0.0,2.0,1.0,,,,,,
2025,1,ARI,NO,Z.Jones,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,1.4,0.4,,,,,,
2025,1,ATL,TB,B.Robinson,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,24.0,0.0,0.0,0.0,7.0,6.0,100.0,1.0,-9.0,0.0,0.0,24.4,18.4,,,,,,
2025,1,ATL,TB,Cas.Washington,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,0.0,99.0,0.0,0.0,6.3,3.3,,,,,,
2025,1,ATL,TB,D.London,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,8.0,55.0,0.0,99.0,0.0,0.0,13.5,5.5,,,,,,
2025,1,ATL,TB,K.Hodge,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,,,,,,
2025,1,ATL,TB,K.Pitts,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,7.0,59.0,0.0,37.0,0.0,0.0,12.9,5.9,,,,,,
2025,1,ATL,TB,M.Penix,43.0,27.0,298.0,1.0,0.0,1.0,QB,6.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.02,24.02,,,,,,
2025,1,ATL,TB,R.McCloud,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,51.0,0.0,36.0,0.0,0.0,8.1,5.1,,,,,,
2025,1,ATL,TB,T.Allgeier,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,,,,,,
2025,1,BAL,BUF,D.Henry,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,169.0,2.0,1.0,1.0,1.0,1.0,13.0,0.0,5.0,0.0,0.0,31.2,30.2,,,,,,
2025,1,BAL,BUF,D.Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,35.0,1.0,33.0,0.0,0.0,11.5,9.5,,,,,,
2025,1,BAL,BUF,J.Hill,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,-14.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,-2.0,0.0,0.0,-0.1,-1.1,,,,,,
2025,1,BAL,BUF,L.Jackson,21.0,14.0,209.0,2.0,0.0,2.0,QB,6.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.36,29.36,,,,,,
2025,1,BAL,BUF,M.Andrews,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,1.5,0.5,,,,,,
2025,1,BAL,BUF,R.Ali,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,,,,,
2025,1,BAL,BUF,R.Bateman,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,0.0,42.0,0.0,0.0,3.0,1.0,,,,,,
2025,1,BAL,BUF,Z.Flowers,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,8.0,0.0,0.0,0.0,9.0,7.0,143.0,1.0,91.0,0.0,0.0,28.1,21.1,,,,,,
2025,1,BUF,BAL,D.Kincaid,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,4.0,48.0,1.0,40.0,1.0,0.0,14.8,10.8,,,,,,
2025,1,BUF,BAL,D.Knox,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,0.0,3.0,0.0,0.0,4.0,2.0,,,,,,
2025,1,BUF,BAL,E.Moore,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,8.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,2.1,1.1,,,,,,
2025,1,BUF,BAL,J.Allen,50.0,33.0,394.0,2.0,0.0,1.0,QB,14.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.76,38.76,,,,,,
2025,1,BUF,BAL,J.Cook,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,44.0,1.0,0.0,0.0,5.0,5.0,58.0,0.0,-6.0,0.0,0.0,21.2,16.2,,,,,,
2025,1,BUF,BAL,J.Hawes,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,0.0,26.0,0.0,0.0,3.9,2.9,,,,,,
2025,1,BUF,BAL,J.Palmer,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,5.0,61.0,0.0,115.0,0.0,0.0,11.1,6.1,,,,,,
2025,1,BUF,BAL,K.Coleman,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,8.0,112.0,1.0,132.0,0.0,0.0,25.2,17.2,,,,,,
2025,1,BUF,BAL,K.Shakir,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,6.0,64.0,0.0,85.0,0.0,0.0,12.4,6.4,,,,,,
2025,1,BUF,BAL,R.Davis,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,-7.0,0.0,0.0,1.1,0.1,,,,,,
2025,1,BUF,BAL,Ty.Johnson,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,2.4,2.4,,,,,,
2025,1,CAR,JAX,B.Young,36.0,18.0,154.0,1.0,2.0,1.0,QB,5.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.16,12.16,,,,,,
2025,1,CAR,JAX,C.Hubbard,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,57.0,0.0,0.0,0.0,5.0,3.0,32.0,1.0,-14.0,0.0,0.0,17.9,14.9,,,,,,
2025,1,CAR,JAX,H.Renfrow,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,2.0,11.0,0.0,66.0,0.0,0.0,3.1,1.1,,,,,,
2025,1,CAR,JAX,J.Sanders,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,27.0,0.0,41.0,0.0,0.0,4.7,2.7,,,,,,
2025,1,CAR,JAX,R.Dowdle,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,12.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,-1.0,0.0,0.0,3.6,1.6,,,,,,
2025,1,CAR,JAX,T.Etienne,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,,,,,,
2025,1,CAR,JAX,T.McMillan,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,5.0,68.0,0.0,104.0,0.0,0.0,11.8,6.8,,,,,,
2025,1,CAR,JAX,T.Tremble,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.2,0.2,,,,,,
2025,1,CAR,JAX,X.Legette,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,3.0,10.0,0.0,61.0,0.0,0.0,4.0,1.0,,,,,,
2025,1,CHI,MIN,C.Kmet,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,31.0,0.0,57.0,0.0,0.0,4.1,3.1,,,,,,
2025,1,CHI,MIN,C.Loveland,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,0.0,5.0,0.0,0.0,3.2,1.2,,,,,,
2025,1,CHI,MIN,C.Williams,37.0,21.0,210.0,1.0,0.0,2.0,QB,6.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,24.2,,,,,,
2025,1,CHI,MIN,D.Moore,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,8.0,0.0,0.0,0.0,5.0,3.0,57.0,0.0,94.0,0.0,0.0,9.5,6.5,,,,,,
2025,1,CHI,MIN,D.Swift,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,53.0,0.0,0.0,0.0,5.0,3.0,12.0,0.0,-3.0,0.0,0.0,9.5,6.5,,,,,,
2025,1,CHI,MIN,K.Monangai,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,5.0,0.0,0.0,2.1,1.1,,,,,,
2025,1,CHI,MIN,L.Burden,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.0,0.0,-5.0,0.0,0.0,0.7,-0.3,,,,,,
2025,1,CHI,MIN,O.Zaccheaus,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,4.0,42.0,0.0,59.0,0.0,0.0,8.2,4.2,,,,,,
2025,1,CHI,MIN,R.Odunze,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,6.0,37.0,1.0,55.0,1.0,1.0,15.7,9.7,,,,,,
2025,1,CIN,CLE,C.Brown,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,43.0,1.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,13.1,11.1,,,,,,
2025,1,CIN,CLE,D.Sample,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,
2025,1,CIN,CLE,J.Burrow,26.0,14.0,113.0,1.0,0.0,3.0,QB,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,8.82,,,,,,
2025,1,CIN,CLE,J.Chase,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,26.0,0.0,88.0,0.0,0.0,4.6,2.6,,,,,,
2025,1,CIN,CLE,M.Gesicki,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,14.0,0.0,26.0,0.0,0.0,2.4,1.4,,,,,,
2025,1,CIN,CLE,N.Fant,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,4.0,26.0,1.0,2.0,0.0,0.0,12.6,8.6,,,,,,
2025,1,CIN,CLE,S.Perine,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,2.6,0.6,,,,,,
2025,1,CIN,CLE,T.Higgins,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,3.0,33.0,0.0,49.0,0.0,0.0,6.3,3.3,,,,,,
2025,1,CLE,CIN,C.Tillman,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,5.0,52.0,1.0,67.0,0.0,0.0,16.2,11.2,,,,,,
2025,1,CLE,CIN,D.Njoku,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,3.0,37.0,0.0,41.0,0.0,0.0,6.7,3.7,,,,,,
2025,1,CLE,CIN,D.Sampson,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,29.0,0.0,0.0,0.0,8.0,8.0,64.0,0.0,-25.0,0.0,0.0,17.3,9.3,,,,,,
2025,1,CLE,CIN,H.Fannin,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,0.0,0.0,9.0,7.0,63.0,0.0,65.0,0.0,0.0,13.6,6.6,,,,,,
2025,1,CLE,CIN,I.Bond,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,-4.0,0.0,0.0,1.5,0.5,,,,,,
2025,1,CLE,CIN,J.Flacco,47.0,31.0,290.0,1.0,2.0,2.0,QB,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,14.2,,,,,,
2025,1,CLE,CIN,J.Ford,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,8.0,0.0,0.0,0.0,1.0,1.0,-3.0,0.0,-5.0,0.0,0.0,1.5,0.5,,,,,,
2025,1,CLE,CIN,J.Jeudy,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,5.0,66.0,0.0,97.0,0.0,0.0,11.6,6.6,,,,,,
2025,1,CLE,CIN,J.Thrash,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,1.6,0.6,,,,,,
2025,1,CLE,CIN,R.Sanders,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.3,,,,,,
2025,1,DAL,PHI,B.Spann-Ford,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,,,,,,
2025,1,DAL,PHI,C.Lamb,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,7.0,110.0,0.0,182.0,0.0,0.0,18.0,11.0,,,,,,
2025,1,DAL,PHI,D.Prescott,34.0,21.0,188.0,0.0,0.0,0.0,QB,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,7.82,,,,,,
2025,1,DAL,PHI,G.Pickens,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,3.0,30.0,0.0,52.0,0.0,0.0,6.0,3.0,,,,,,
2025,1,DAL,PHI,J.Ferguson,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,5.0,23.0,0.0,35.0,0.0,0.0,7.3,2.3,,,,,,
2025,1,DAL,PHI,J.Tolbert,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,,,,,,
2025,1,DAL,PHI,J.Williams,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,54.0,2.0,0.0,0.0,3.0,2.0,10.0,0.0,3.0,0.0,0.0,20.4,18.4,,,,,,
2025,1,DAL,PHI,K.Turpin,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,9.0,0.0,0.0,0.0,2.0,2.0,18.0,0.0,7.0,0.0,0.0,4.7,2.7,,,,,,
2025,1,DAL,PHI,L.Schoonmaker,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,,,,,
2025,1,DAL,PHI,M.Sanders,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,53.0,0.0,1.0,1.0,1.0,1.0,-3.0,0.0,-5.0,0.0,0.0,6.0,5.0,,,,,,
2025,1,DEN,TEN,A.Prentice,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.4,0.4,,,,,,
2025,1,DEN,TEN,A.Trautman,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.5,0.5,,,,,,
2025,1,DEN,TEN,B.Nix,41.0,25.0,176.0,1.0,2.0,1.0,QB,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84,10.84,,,,,,
2025,1,DEN,TEN,C.Sutton,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,6.0,61.0,1.0,107.0,0.0,0.0,18.1,12.1,,,,,,
2025,1,DEN,TEN,E.Engram,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,3.0,21.0,0.0,10.0,0.0,0.0,5.1,2.1,,,,,,
2025,1,DEN,TEN,J.Dobbins,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,63.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,-3.0,0.0,0.0,14.8,12.8,,,,,,
2025,1,DEN,TEN,L.Krull,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,9.0,0.0,0.0,1.6,0.6,,,,,,
2025,1,DEN,TEN,M.Mims,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,3.0,12.0,0.0,35.0,0.0,0.0,4.2,1.2,,,,,,
2025,1,DEN,TEN,R.Harvey,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,70.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,-2.0,0.0,0.0,7.9,6.9,,,,,,
2025,1,DEN,TEN,T.Badie,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,2.0,16.0,0.0,18.0,0.0,0.0,3.6,1.6,,,,,,
2025,1,DEN,TEN,T.Franklin,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,44.0,0.0,45.0,0.0,0.0,8.4,4.4,,,,,,
2025,1,DEN,TEN,T.Sherfield,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,-2.0,0.0,0.0,1.3,0.3,,,,,,
2025,1,DET,GB,A.St. Brown,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,45.0,0.0,53.0,0.0,0.0,8.5,4.5,,,,,,
2025,1,DET,GB,D.Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,25.0,0.0,0.0,0.0,4.0,4.0,18.0,0.0,4.0,0.0,0.0,8.3,4.3,,,,,,
2025,1,DET,GB,I.TeSlaa,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,1.0,13.0,0.0,0.0,8.3,7.3,,,,,,
2025,1,DET,GB,J.Gibbs,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,19.0,0.0,0.0,0.0,10.0,10.0,31.0,0.0,0.0,0.0,0.0,15.0,5.0,,,,,,
2025,1,DET,GB,J.Goff,43.0,31.0,225.0,1.0,1.0,4.0,QB,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,11.9,,,,,,
2025,1,DET,GB,J.Williams,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,0.0,0.0,5.0,4.0,23.0,0.0,26.0,0.0,0.0,6.6,2.6,,,,,,
2025,1,DET,GB,K.Raymond,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,16.0,0.0,23.0,0.0,0.0,3.6,1.6,,,,,,
2025,1,DET,GB,S.LaPorta,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,6.0,79.0,0.0,45.0,0.0,0.0,13.9,7.9,,,,,,
2025,1,GB,DET,C.Brooks,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.3,0.3,,,,,,
2025,1,GB,DET,D.Wicks,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,30.0,0.0,27.0,0.0,0.0,5.0,3.0,,,,,,
2025,1,GB,DET,E.Wilson,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,,,,,,
2025,1,GB,DET,J.FitzPatrick,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.2,0.2,,,,,,
2025,1,GB,DET,J.Jacobs,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,66.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,14.0,13.0,,,,,,
2025,1,GB,DET,J.Love,22.0,16.0,188.0,2.0,0.0,0.0,QB,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.92,15.92,,,,,,
2025,1,GB,DET,J.Reed,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,45.0,1.0,70.0,0.0,0.0,13.5,10.5,,,,,,
2025,1,GB,DET,L.Musgrave,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.4,0.4,,,,,,
2025,1,GB,DET,M.Golden,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,10.0,0.0,0.0,3.6,1.6,,,,,,
2025,1,GB,DET,R.Doubs,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,2.0,68.0,0.0,92.0,0.0,0.0,8.8,6.8,,,,,,
2025,1,GB,DET,S.Williams,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-3.0,0.0,0.0,1.1,0.1,,,,,,
2025,1,GB,DET,T.Kraft,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,0.0,0.0,4.0,2.0,16.0,1.0,51.0,0.0,0.0,9.9,7.9,,,,,,
2025,1,HOU,LA,C.Stover,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,22.0,0.0,9.0,0.0,0.0,6.2,2.2,,,,,,
2025,1,HOU,LA,C.Stroud,30.0,19.0,188.0,0.0,1.0,3.0,QB,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,9.72,,,,,,
2025,1,HOU,LA,D.Ogunbowale,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,9.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,5.0,1.0,1.0,4.6,2.6,,,,,,
2025,1,HOU,LA,D.Pierce,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.5,0.5,,,,,,
2025,1,HOU,LA,D.Schultz,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,28.0,0.0,25.0,0.0,0.0,5.8,2.8,,,,,,
2025,1,HOU,LA,J.Higgins,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,32.0,0.0,52.0,0.0,0.0,5.2,3.2,,,,,,
2025,1,HOU,LA,J.Noel,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,2.0,0.0,0.0,1.7,0.7,,,,,,
2025,1,HOU,LA,J.Watson,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,0.0,14.0,0.0,0.0,4.7,2.7,,,,,,
2025,1,HOU,LA,N.Chubb,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,6.0,,,,,,
2025,1,HOU,LA,N.Collins,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,25.0,0.0,35.0,0.0,0.0,5.5,2.5,,,,,,
2025,1,HOU,LA,W.Marks,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,,,,,,
2025,1,HOU,LA,X.Hutchinson,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,5.0,0.0,0.0,0.0,2.0,2.0,30.0,0.0,29.0,0.0,0.0,5.5,3.5,,,,,,
2025,1,IND,MIA,A.Dulin,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,,
2025,1,IND,MIA,A.Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0,0.0,21.0,0.0,0.0,4.1,2.1,,,,,,
