player,team,position,games_played,targets_pg,receptions_pg,receiving_yards_pg,receiving_tds,target_share,air_yards_share,air_yards_pg,snap_share,route_participation,red_zone_targets,goal_line_touches,fantasy_points_pg
M.Alie-Cox,IND,,11,1.818,1.182,10.636,1.0,3.73,2.18,8.455,0.0,0.0,6.0,1.0,2.791
M.Andrews,BAL,,17,4.118,2.824,24.824,5.0,17.11,15.05,29.882,0.0,0.0,15.0,10.0,7.706
M.Bandy,DEN,,3,1.333,1.333,16.667,1.0,0.68,0.55,8.0,0.0,0.0,1.0,0.0,5.0
M.Brown,KC,,16,4.625,3.062,36.688,5.0,13.41,19.45,52.25,0.0,0.0,10.0,1.0,8.606
M.Carter,ARI,,13,3.462,2.538,20.538,0.0,7.26,1.69,5.769,0.0,0.0,7.0,3.0,7.615
M.Corley,CLE,,12,1.167,0.917,6.583,0.0,2.67,-0.19,-0.583,0.0,0.0,1.0,1.0,2.633
M.Davis,DAL,,9,0.556,0.222,1.778,0.0,0.82,0.37,2.0,0.0,0.0,0.0,2.0,4.511
M.Evans,CAR,,13,1.923,1.462,13.154,2.0,5.19,2.79,7.0,0.0,0.0,4.0,3.0,3.708
M.Evans,TB,,8,7.75,3.75,46.0,3.0,11.38,19.0,103.0,0.0,0.0,9.0,5.0,10.6
M.Gesicki,CIN,,12,3.583,2.333,25.583,2.0,7.04,9.16,34.833,0.0,0.0,8.0,4.0,5.892
M.Golden,GB,,14,3.143,2.071,25.786,0.0,9.52,13.5,39.429,0.0,0.0,2.0,0.0,5.0
M.Hardman,BUF,,1,1.0,0.0,0.0,0.0,0.2,1.32,46.0,0.0,0.0,,,0.0
M.Harrison,ARI,,12,6.167,3.417,50.667,4.0,11.94,21.26,78.833,0.0,0.0,11.0,4.0,10.483
M.Heath,GB,,5,1.4,1.2,17.2,0.0,1.52,1.59,13.0,0.0,0.0,,,2.92
M.Hollins,NE,,14,4.643,3.286,39.286,2.0,13.46,19.02,60.786,0.0,0.0,5.0,2.0,8.1
M.Kinsey,TEN,,2,2.0,1.0,24.0,0.0,0.75,2.35,46.0,0.0,0.0,,,3.4
M.Matavao,NO,,1,2.0,2.0,10.0,0.0,0.35,0.11,5.0,0.0,0.0,,,3.0
M.Mayer,LV,,12,4.167,2.917,27.333,1.0,10.08,7.5,20.0,0.0,0.0,6.0,1.0,6.15
M.Mims,DEN,,15,3.4,2.467,21.467,1.0,8.66,10.91,31.867,0.0,0.0,3.0,0.0,5.933
M.Moore,NYJ,,1,1.0,1.0,3.0,0.0,0.21,0.09,3.0,0.0,0.0,,,1.3
M.Nabers,NYG,,4,8.75,4.5,67.75,2.0,6.92,12.87,138.75,0.0,0.0,4.0,2.0,14.275
M.Pittman,IND,,17,6.706,4.706,46.647,7.0,21.27,21.22,53.353,0.0,0.0,18.0,6.0,11.841
M.Sanders,DAL,,4,2.0,2.0,7.5,0.0,1.31,-0.28,-3.5,0.0,0.0,1.0,1.0,7.175
M.Taylor,NYJ,,13,5.077,3.385,28.385,1.0,13.84,11.65,28.846,0.0,0.0,9.0,2.0,6.685
M.Tinsley,CIN,,8,3.0,1.0,14.5,2.0,3.93,7.75,44.25,0.0,0.0,5.0,0.0,3.95
M.Tipton,NO,,6,2.833,1.833,12.667,0.0,3.0,3.19,24.833,0.0,0.0,2.0,0.0,3.4
M.Turner,SF,,1,1.0,0.0,0.0,0.0,0.18,-0.12,-5.0,0.0,0.0,,,0.0
M.Valdes-Scantling,PIT,,5,4.2,2.0,16.0,1.0,4.01,8.4,53.2,0.0,0.0,5.0,0.0,4.8
M.Valdes-Scantling,SF,,4,2.0,1.0,10.0,0.0,1.44,2.13,22.0,0.0,0.0,,,2.0
M.Washington,MIA,,17,3.824,2.706,18.647,3.0,13.98,10.21,19.824,0.0,0.0,11.0,3.0,6.629
M.Wilson,ARI,,7,9.571,5.286,78.143,6.0,10.81,19.17,121.857,0.0,0.0,11.0,1.0,18.243
Mi.Wilson,ARI,,11,5.455,3.727,41.727,1.0,9.68,14.58,59.0,0.0,0.0,6.0,0.0,8.445
N.Adkins,DEN,,6,1.833,1.0,8.0,1.0,1.87,0.8,5.833,0.0,0.0,2.0,0.0,2.8
N.Brown,WAS,,4,2.5,1.25,20.75,0.0,2.29,3.87,36.25,0.0,0.0,2.0,0.0,3.325
N.Chubb,HOU,,15,1.333,0.867,4.467,0.0,3.59,0.33,1.0,0.0,0.0,2.0,6.0,5.887
N.Collins,HOU,,15,8.067,4.733,74.467,6.0,21.72,33.28,101.933,0.0,0.0,19.0,8.0,15.08
N.Fant,CIN,,13,3.154,2.615,22.154,3.0,6.71,3.0,10.538,0.0,0.0,4.0,3.0,6.215
N.Gray,KC,,13,2.923,1.615,13.692,0.0,6.88,5.56,18.385,0.0,0.0,3.0,2.0,2.985
N.Harris,LAC,,3,1.0,1.0,8.333,0.0,0.55,0.23,3.333,0.0,0.0,0.0,0.0,3.867
N.Kallerup,SEA,,1,1.0,0.0,0.0,0.0,0.22,0.22,8.0,0.0,0.0,1.0,0.0,0.0
N.Remigio,KC,,2,0.5,0.5,10.5,0.0,0.18,0.42,9.0,0.0,0.0,,,2.1
N.Westbrook-Ikhine,MIA,,9,2.222,1.222,9.889,0.0,4.3,3.33,12.222,0.0,0.0,2.0,0.0,2.211
O.Gadsden,LAC,,15,4.6,3.267,44.267,3.0,12.68,14.16,41.6,0.0,0.0,15.0,1.0,8.893
O.Gordon,MIA,,16,0.562,0.438,2.0,1.0,1.94,-0.76,-1.562,0.0,0.0,2.0,6.0,3.381
O.Hampton,LAC,,9,3.889,3.556,21.333,1.0,6.43,-1.23,-6.0,0.0,0.0,2.0,9.0,15.078
O.Zaccheaus,CHI,,14,4.714,2.786,22.357,2.0,12.31,10.19,33.0,0.0,0.0,13.0,2.0,6.057
P.Brown,ARI,,1,2.0,2.0,1.0,0.0,0.32,0.02,1.0,0.0,0.0,1.0,1.0,2.1
P.Bryant,DEN,,12,4.083,2.583,31.5,1.0,8.32,9.36,34.167,0.0,0.0,8.0,1.0,6.233
P.Durham,TB,,4,1.0,0.25,2.75,0.0,0.73,0.37,4.0,0.0,0.0,1.0,0.0,0.525
P.Freiermuth,PIT,,15,3.6,2.733,32.4,4.0,10.31,10.2,21.533,0.0,0.0,9.0,2.0,7.573
P.Mafah,DAL,,1,2.0,2.0,11.0,0.0,0.33,-0.22,-11.0,0.0,0.0,0.0,1.0,10.9
P.Mahomes,KC,QB,14,0.071,0.071,-0.714,0.0,0.18,-0.19,-0.571,0.0,0.0,0.0,2.0,20.906
P.Nacua,LA,,16,10.375,8.062,107.188,10.0,28.57,29.57,97.875,0.0,0.0,17.0,4.0,23.562
P.Ricard,BAL,,3,0.667,0.333,2.667,0.0,0.49,0.18,2.0,0.0,0.0,,,0.7
P.Washington,JAX,,15,6.467,3.867,56.467,5.0,17.67,24.33,79.133,0.0,0.0,16.0,4.0,11.513
Q.Ewers,MIA,QB,4,0.25,0.25,-1.5,0.0,0.22,-0.18,-1.5,0.0,0.0,1.0,1.0,9.045
Q.Johnston,LAC,,13,6.462,3.923,56.538,8.0,15.44,22.44,76.077,0.0,0.0,15.0,2.0,13.323
Q.Judkins,CLE,QB,1,3.0,1.0,58.0,0.0,0.57,0.08,3.0,0.0,0.0,1.0,12.0,9.4
Q.Judkins,CLE,,13,2.538,1.923,8.692,0.0,6.3,-0.5,-1.385,0.0,0.0,1.0,12.0,12.185
Q.Morris,JAX,,5,1.8,1.2,11.0,1.0,1.64,0.92,9.0,0.0,0.0,2.0,1.0,3.5
Q.Skinner,NYJ,,1,2.0,1.0,10.0,0.0,0.42,0.12,4.0,0.0,0.0,1.0,1.0,2.0
R.Ali,BAL,,8,1.375,1.125,8.5,1.0,2.69,-0.03,-0.125,0.0,0.0,1.0,0.0,3.025
R.Bateman,BAL,,13,3.0,1.462,17.231,2.0,9.54,13.86,36.0,0.0,0.0,9.0,2.0,4.108
R.Bell,NO,,1,4.0,2.0,23.0,1.0,0.71,1.67,78.0,0.0,0.0,2.0,0.0,10.3
R.Chosen,WAS,,3,3.0,1.667,17.667,0.0,2.06,3.49,43.667,0.0,0.0,,,3.433
R.Davis,BUF,,13,1.077,0.769,6.615,2.0,2.87,0.03,0.077,0.0,0.0,5.0,5.0,4.469
R.Doubs,GB,,16,5.375,3.438,45.25,6.0,18.61,26.54,67.812,0.0,0.0,18.0,6.0,10.212
R.Dowdle,CAR,,17,2.941,2.294,17.471,1.0,10.37,-1.6,-3.059,0.0,0.0,5.0,9.0,12.841
R.Dwelley,DET,,3,1.667,0.667,2.333,0.0,0.91,0.03,0.333,0.0,0.0,3.0,2.0,0.9
R.Flournoy,DAL,,13,4.308,3.077,36.538,4.0,9.18,9.46,35.846,0.0,0.0,7.0,4.0,8.769
R.Gilliam,BUF,,3,1.0,0.667,8.0,0.0,0.61,0.63,7.333,0.0,0.0,1.0,2.0,1.6
R.Harvey,DEN,QB,1,3.0,3.0,20.0,0.0,0.51,-0.05,-2.0,0.0,0.0,11.0,13.0,8.0
R.Harvey,DEN,,16,3.438,2.75,21.0,5.0,9.34,0.68,1.875,0.0,0.0,11.0,13.0,12.538
R.McCloud,ATL,,4,3.5,1.5,16.0,0.0,2.68,1.89,19.75,0.0,0.0,1.0,0.0,3.1
R.McCloud,NYG,,1,1.0,1.0,5.0,0.0,0.2,0.12,5.0,0.0,0.0,,,1.5
R.Miller,TB,,4,1.0,0.5,8.5,1.0,0.73,1.61,17.5,0.0,0.0,1.0,0.0,2.85
R.Mostert,LV,,12,1.0,1.0,5.833,0.0,2.42,-0.5,-1.333,0.0,0.0,1.0,0.0,2.45
R.Odunze,CHI,,12,7.583,3.667,55.083,6.0,16.98,27.6,104.333,0.0,0.0,13.0,5.0,12.175
R.Pearsall,SF,,9,5.889,4.0,58.667,0.0,9.57,18.11,83.111,0.0,0.0,4.0,0.0,9.844
R.Rice,KC,,8,9.875,6.625,71.375,5.0,14.31,7.86,42.25,0.0,0.0,19.0,10.0,18.512
R.Sanders,CLE,,4,1.0,0.75,5.25,0.0,0.76,0.39,3.5,0.0,0.0,0.0,4.0,5.075
R.Shaheed,NO,,9,7.333,4.889,55.444,2.0,11.66,15.99,83.111,0.0,0.0,7.0,2.0,11.822
R.Shaheed,SEA,,9,2.889,1.667,20.889,0.0,5.69,8.33,33.889,0.0,0.0,2.0,0.0,4.467
R.Stevenson,NE,,14,2.714,2.286,24.643,2.0,7.87,3.55,11.357,0.0,0.0,6.0,13.0,12.914
R.Tonyan,KC,,1,1.0,1.0,1.0,0.0,0.18,0.02,1.0,0.0,0.0,,,1.1
R.White,TB,,17,2.647,2.353,12.824,0.0,8.26,-2.35,-6.0,0.0,0.0,10.0,9.0,8.412
R.Wilson,PIT,,9,2.333,1.333,18.444,2.0,4.01,8.75,30.778,0.0,0.0,1.0,0.0,4.511
S.Anderson,PIT,,1,1.0,1.0,4.0,0.0,0.19,0.0,0.0,0.0,0.0,,,1.4
S.Barkley,PHI,,16,3.188,2.312,17.062,2.0,10.94,0.74,1.938,0.0,0.0,8.0,17.0,14.519
S.Cannella,CLE,,2,2.5,1.0,5.5,0.0,0.95,1.53,27.5,0.0,0.0,,,1.55
S.Diggs,NE,,17,6.0,5.0,59.588,4.0,21.12,19.46,51.235,0.0,0.0,12.0,4.0,12.371
S.Jackson,LV,,3,1.667,1.333,18.667,1.0,1.01,2.53,27.0,0.0,0.0,,,5.3
S.LaPorta,DET,,9,5.444,4.444,54.333,3.0,8.91,7.54,30.778,0.0,0.0,6.0,1.0,11.878
S.Matlock,LAC,,3,1.333,1.333,4.0,1.0,0.74,0.0,0.0,0.0,0.0,1.0,1.0,3.733
S.Miller,PIT,,5,2.8,1.8,12.4,0.0,2.67,2.34,14.8,0.0,0.0,2.0,0.0,3.04
S.Moore,SF,,9,0.778,0.556,9.667,0.0,1.26,2.66,12.222,0.0,0.0,,,1.644
S.Perine,CIN,,14,1.5,1.214,6.214,0.0,3.44,-0.7,-2.286,0.0,0.0,1.0,4.0,5.85
S.Rattler,NO,QB,9,0.222,0.111,0.0,0.0,0.35,0.09,0.444,0.0,0.0,1.0,2.0,12.016
S.Shepard,TB,,13,4.154,3.0,28.538,1.0,9.91,10.45,34.846,0.0,0.0,8.0,2.0,6.462
S.Sims,ARI,,1,1.0,0.0,0.0,0.0,0.16,0.04,2.0,0.0,0.0,,,0.0
S.Smartt,NYJ,,3,3.0,2.333,17.333,0.0,1.89,1.31,14.0,0.0,0.0,,,4.067
S.Toure,NO,,1,3.0,1.0,3.0,0.0,0.53,0.64,30.0,0.0,0.0,1.0,0.0,1.3
S.Tucker,TB,,14,0.786,0.571,2.429,1.0,2.02,-0.23,-0.714,0.0,0.0,3.0,12.0,6.529
S.Williams,GB,,11,0.909,0.909,7.091,1.0,2.16,0.42,1.545,0.0,0.0,4.0,0.0,2.5
S.Zylstra,DET,,1,5.0,3.0,20.0,0.0,0.91,1.01,37.0,0.0,0.0,1.0,1.0,5.0
T.Allgeier,ATL,,17,0.941,0.824,5.647,0.0,3.07,-0.62,-1.529,0.0,0.0,1.0,10.0,7.235
T.Atwell,LA,,8,1.875,0.75,24.0,1.0,2.58,5.7,37.75,0.0,0.0,1.0,0.0,3.9
T.Badie,DEN,,14,2.214,1.357,10.071,0.0,5.26,-1.0,-3.143,0.0,0.0,4.0,1.0,2.529
T.Benson,ARI,,4,4.0,3.25,16.0,0.0,2.58,-0.49,-5.5,0.0,0.0,2.0,1.0,8.85
T.Bigsby,PHI,,10,0.4,0.3,3.2,0.0,0.86,-0.14,-0.6,0.0,0.0,1.0,6.0,5.26
T.Brooks,CIN,,6,0.333,0.167,1.5,0.0,0.33,-0.11,-0.833,0.0,0.0,,,1.067
T.Burks,WAS,QB,1,2.0,1.0,11.0,0.0,0.46,0.29,11.0,0.0,0.0,4.0,3.0,2.1
T.Burks,WAS,,7,2.857,1.286,17.0,1.0,4.59,7.6,40.714,0.0,0.0,4.0,3.0,3.843
T.Chandler,MIN,,2,2.0,1.5,5.5,0.0,0.85,-0.54,-10.0,0.0,0.0,2.0,1.0,4.4
T.Conklin,LAC,,6,1.667,1.167,16.833,0.0,1.84,1.02,7.5,0.0,0.0,,,2.883
T.Conner,MIA,,7,2.143,1.286,13.0,0.0,3.23,3.61,17.0,0.0,0.0,3.0,0.0,2.586
T.Etienne,CAR,,8,0.375,0.375,1.625,0.0,0.62,0.06,0.25,0.0,0.0,0.0,1.0,1.712
T.Etienne,JAX,,17,3.059,2.118,17.176,6.0,9.47,-1.56,-4.471,0.0,0.0,10.0,13.0,14.935
T.Felton,MIN,,3,1.0,1.0,8.333,0.0,0.64,0.3,3.667,0.0,0.0,,,1.833
T.Ferguson,LA,,11,2.273,1.0,21.0,3.0,4.3,8.8,42.364,0.0,0.0,3.0,1.0,4.736
T.Fisk,LAC,,4,1.0,0.5,4.75,0.0,0.74,0.5,5.5,0.0,0.0,,,0.975
T.Franklin,DEN,,17,6.294,3.824,41.706,6.0,18.17,30.15,77.706,0.0,0.0,21.0,7.0,10.182
T.Goodson,IND,,7,0.429,0.286,1.143,0.0,0.56,-0.07,-0.429,0.0,0.0,1.0,1.0,0.743
T.Harris,LAC,,16,2.688,1.875,20.25,1.0,7.9,9.03,24.875,0.0,0.0,5.0,0.0,4.338
T.Henderson,NE,,17,2.471,2.059,13.0,1.0,8.7,-0.02,-0.059,0.0,0.0,4.0,9.0,12.247
T.Higbee,LA,,9,4.0,2.778,31.222,3.0,6.2,2.23,13.111,0.0,0.0,8.0,1.0,7.9
T.Higgins,CIN,,15,6.6,3.933,56.4,11.0,16.2,28.78,87.6,0.0,0.0,16.0,5.0,13.973
T.Hill,MIA,,4,7.25,5.25,66.25,1.0,6.24,12.09,99.75,0.0,0.0,2.0,1.0,13.375
T.Hill,NO,QB,5,1.4,0.8,7.2,0.0,1.24,0.68,6.4,0.0,0.0,0.0,3.0,4.936
T.Hill,NO,,8,1.125,0.875,6.875,0.0,1.59,0.47,2.75,0.0,0.0,0.0,3.0,2.388
T.Hockenson,MIN,,15,4.4,3.4,29.2,3.0,13.98,8.83,21.933,0.0,0.0,11.0,2.0,7.52
T.Horton,SEA,,7,3.143,1.857,23.0,5.0,4.81,9.21,48.143,0.0,0.0,4.0,1.0,8.443
T.Hudson,CIN,,10,2.4,1.9,16.8,2.0,3.93,2.61,11.9,0.0,0.0,6.0,1.0,4.78
T.Hunter,JAX,,7,6.429,4.0,42.571,1.0,8.2,7.26,50.571,0.0,0.0,5.0,0.0,9.114
T.Jennings,NE,,5,0.2,0.2,1.8,0.0,0.21,0.04,0.4,0.0,0.0,0.0,2.0,3.04
T.Johnson,NYG,,15,4.933,3.0,35.2,5.0,14.62,14.29,41.067,0.0,0.0,14.0,3.0,8.52
T.Johnson,NYJ,,9,2.0,1.333,21.889,1.0,3.77,6.53,23.333,0.0,0.0,3.0,0.0,4.189
T.Johnson,TB,,15,2.933,1.867,21.467,5.0,8.07,11.9,34.4,0.0,0.0,7.0,0.0,6.16
T.Jones,JAX,,1,1.0,1.0,15.0,0.0,0.18,0.08,4.0,0.0,0.0,,,2.5
T.Kelce,KC,,17,6.412,4.471,50.059,5.0,19.75,17.1,43.235,0.0,0.0,13.0,5.0,11.247
T.Kennedy,DET,,1,4.0,4.0,36.0,0.0,0.73,0.87,32.0,0.0,0.0,,,7.6
T.Kraft,GB,,8,5.5,4.0,61.125,6.0,9.52,4.92,25.125,0.0,0.0,12.0,0.0,14.65
T.Lockett,LV,,10,3.5,2.2,22.1,1.0,7.06,8.32,26.6,0.0,0.0,3.0,2.0,5.01
T.Lockett,TEN,,7,3.0,1.429,10.0,0.0,3.96,4.08,22.857,0.0,0.0,,,2.429
T.Martin,WAS,,2,1.0,1.0,11.5,0.0,0.46,0.48,9.0,0.0,0.0,,,2.15
T.McBride,ARI,,17,10.0,7.412,72.882,11.0,27.42,25.3,66.235,0.0,0.0,34.0,6.0,18.582
T.McLaurin,WAS,,10,6.0,3.8,58.2,3.0,13.76,22.37,83.9,0.0,0.0,8.0,3.0,11.42
T.McMillan,CAR,,17,7.176,4.118,59.588,7.0,25.31,43.26,82.941,0.0,0.0,15.0,3.0,12.547
T.Patrick,JAX,,13,1.846,1.154,14.385,3.0,4.37,5.29,19.846,0.0,0.0,9.0,1.0,3.977
T.Penning,LAC,,1,1.0,0.0,0.0,0.0,0.18,0.11,5.0,0.0,0.0,1.0,1.0,0.0
T.Pollard,TEN,,17,2.412,1.941,12.118,0.0,7.74,0.31,0.706,0.0,0.0,1.0,4.0,11.282
T.Reiman,ARI,,3,1.667,1.0,6.0,0.0,0.81,0.58,8.667,0.0,0.0,,,1.6
T.Shavers,BUF,,10,2.3,1.5,24.5,1.0,4.71,8.53,29.8,0.0,0.0,,,4.55
T.Sherfield,ARI,,1,1.0,0.0,0.0,0.0,0.16,0.13,6.0,0.0,0.0,1.0,0.0,0.0
T.Sherfield,DEN,,3,1.333,1.0,7.0,0.0,0.68,0.89,13.0,0.0,0.0,1.0,0.0,1.7
T.Spears,TEN,,13,3.846,3.462,20.308,0.0,9.43,-2.93,-8.846,0.0,0.0,7.0,2.0,8.592
T.Thornton,KC,,11,3.364,1.727,39.818,3.0,6.7,23.15,90.455,0.0,0.0,4.0,2.0,7.345
T.Tracy,NYG,,15,3.2,2.4,19.2,2.0,9.49,0.44,1.267,0.0,0.0,5.0,2.0,10.853
T.Tremble,CAR,,15,2.467,1.8,16.6,2.0,7.68,5.0,10.867,0.0,0.0,5.0,0.0,4.26
T.Tucker,LV,,17,5.412,3.353,40.941,5.0,18.55,29.23,55.0,0.0,0.0,10.0,1.0,9.512
T.Wallace,BAL,,6,1.333,0.667,7.5,1.0,1.96,3.17,17.833,0.0,0.0,2.0,0.0,2.417
T.Warren,IND,QB,1,5.0,4.0,44.0,1.0,0.93,0.77,33.0,0.0,0.0,23.0,9.0,14.4
T.Warren,IND,,16,6.812,4.5,48.312,3.0,20.34,13.31,35.562,0.0,0.0,23.0,9.0,10.881
T.Washington,MIA,,2,2.5,1.5,18.5,0.0,1.08,3.76,62.0,0.0,0.0,1.0,0.0,3.35
T.Wease,MIA,,3,3.333,2.0,46.333,1.0,2.15,4.15,45.667,0.0,0.0,1.0,0.0,8.633
T.Williams,CLE,,4,2.0,1.75,13.75,0.0,1.53,-0.92,-8.25,0.0,0.0,2.0,0.0,4.05
T.Williams,LAC,,1,1.0,1.0,0.0,0.0,0.18,-0.02,-1.0,0.0,0.0,,,0.9
T.Wirfs,TB,,1,1.0,1.0,2.0,1.0,0.18,0.02,1.0,0.0,0.0,1.0,1.0,7.2
Ty.Johnson,BUF,,17,1.941,1.412,13.588,2.0,6.76,-1.12,-2.294,0.0,0.0,4.0,6.0,5.712
V.Jefferson,TEN,,14,3.714,2.071,25.0,1.0,9.81,15.88,44.5,0.0,0.0,3.0,1.0,5.0
W.Dissly,LAC,,8,2.0,1.375,12.125,0.0,2.94,1.63,9.0,0.0,0.0,1.0,0.0,2.588
W.Mallory,IND,,1,1.0,1.0,16.0,0.0,0.19,0.37,16.0,0.0,0.0,,,2.6
W.Marks,HOU,,16,2.25,1.5,13.0,3.0,6.46,1.68,4.812,0.0,0.0,8.0,11.0,9.069
W.Robinson,NYG,,16,8.812,5.75,63.375,4.0,27.87,27.53,74.188,0.0,0.0,14.0,6.0,13.619
W.Shipley,PHI,,11,1.091,0.818,5.091,0.0,2.58,-0.24,-0.909,0.0,0.0,1.0,0.0,1.773
X.Gipson,PHI,,2,1.0,1.0,3.0,0.0,0.43,-0.21,-4.5,0.0,0.0,1.0,0.0,1.3
X.Hutchinson,HOU,,16,3.562,2.188,26.75,3.0,10.23,12.71,36.5,0.0,0.0,7.0,3.0,6.125
X.Legette,CAR,,15,4.267,2.333,24.2,3.0,13.28,19.42,42.2,0.0,0.0,12.0,2.0,5.953
X.Restrepo,TEN,,2,3.5,1.5,20.5,0.0,1.32,1.96,38.5,0.0,0.0,1.0,0.0,3.55
X.Smith,LA,,10,2.4,1.8,30.3,0.0,4.13,7.65,40.5,0.0,0.0,3.0,0.0,4.83
X.Weaver,ARI,,6,2.167,1.167,11.167,0.0,2.1,4.31,32.0,0.0,0.0,3.0,0.0,2.283
X.Worthy,KC,,14,5.214,3.0,38.0,1.0,13.22,21.96,67.429,0.0,0.0,6.0,1.0,7.85
Z.Charbonnet,SEA,,16,1.5,1.25,9.0,0.0,5.25,1.09,2.5,0.0,0.0,3.0,20.0,11.212
Z.Ertz,WAS,,13,5.615,3.846,38.769,4.0,16.74,17.49,50.462,0.0,0.0,9.0,4.0,9.569
Z.Flowers,BAL,,17,7.0,5.059,71.235,5.0,29.1,35.66,70.824,0.0,0.0,12.0,2.0,14.665
Z.Jones,ARI,,6,3.0,2.0,30.5,0.0,2.9,5.42,40.167,0.0,0.0,2.0,1.0,5.05
Z.Knight,ARI,,10,3.1,2.2,16.0,1.0,5.0,0.83,3.7,0.0,0.0,6.0,9.0,9.49
Z.Mitchell-Paden,BAL,,2,1.0,0.5,1.5,0.0,0.49,0.12,2.0,0.0,0.0,1.0,1.0,0.65
Z.Mitchell-Paden,NO,,1,1.0,1.0,14.0,0.0,0.18,0.19,9.0,0.0,0.0,,,2.4
Z.Scott,MIN,,9,1.778,1.556,10.889,1.0,3.39,0.46,1.889,0.0,0.0,3.0,1.0,4.578
Z.White,LV,,5,1.2,0.8,4.8,0.0,1.21,-0.09,-0.6,0.0,0.0,,,1.92
