player,team,position,attempts,completions,passing_yards,passing_tds,interceptions,sacks,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,air_yards,fantasy_points,fantasy_points_ppr,offense_snaps,defense_snaps,st_snaps,games_played,pass_attempts_pg,completions_pg,passing_yards_pg,passing_tds_pg,interceptions_pg,rush_attempts_pg,rushing_yards_pg,targets_pg,receptions_pg,receiving_yards_pg,air_yards_pg,fantasy_points_pg,fantasy_points_std_pg,target_share,air_yards_share,carries_share,snap_share,route_participation,red_zone_touch_share,red_zone_carries,red_zone_targets,red_zone_pass_attempts,goal_line_touches
Z.Charbonnet,SEA,,0.0,0.0,0.0,0.0,0.0,0.0,185.0,730.0,12.0,24.0,20.0,144.0,0.0,40.0,159.4,179.4,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,11.562,45.625,1.5,1.25,9.0,2.5,11.212,9.962,5.25,1.09,36.42,0.0,0.0,21.15,52.0,3.0,0.0,20.0
Z.Ertz,WAS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,50.0,504.0,4.0,656.0,74.4,124.39999999999999,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.615,3.846,38.769,50.462,9.569,5.723,16.74,17.49,0.0,0.0,0.0,4.13,0.0,9.0,0.0,4.0
Z.Flowers,BAL,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,62.0,1.0,119.0,86.0,1211.0,5.0,1204.0,163.3,249.3,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.588,3.647,7.0,5.059,71.235,70.824,14.665,9.606,29.1,35.66,1.97,0.0,0.0,5.04,1.0,12.0,0.0,2.0
Z.Jones,ARI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,183.0,0.0,241.0,18.3,30.3,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,30.5,40.167,5.05,3.05,2.9,5.42,0.0,0.0,0.0,0.85,0.0,2.0,0.0,1.0
Z.Knight,ARI,,0.0,0.0,0.0,0.0,0.0,0.0,83.0,269.0,4.0,31.0,22.0,160.0,1.0,37.0,72.9,94.9,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,8.3,26.9,3.1,2.2,16.0,3.7,9.49,7.29,5.0,0.83,22.62,0.0,0.0,9.83,17.0,6.0,0.0,9.0
Z.Mitchell-Paden,BAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,0.3,1.3,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,2.0,0.65,0.15,0.49,0.12,0.0,0.0,0.0,0.39,0.0,1.0,0.0,1.0
Z.Mitchell-Paden,NO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,9.0,1.4,2.4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,9.0,2.4,1.4,0.18,0.19,0.0,0.0,0.0,0.0,,,,
Z.Scott,MIN,,0.0,0.0,0.0,0.0,0.0,0.0,32.0,114.0,0.0,16.0,14.0,98.0,1.0,17.0,27.2,41.2,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,3.556,12.667,1.778,1.556,10.889,1.889,4.578,3.022,3.39,0.46,7.8,0.0,0.0,2.84,3.0,3.0,0.0,1.0
Z.White,LV,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,32.0,0.0,6.0,4.0,24.0,0.0,-3.0,5.6,9.6,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,2.4,6.4,1.2,0.8,4.8,-0.6,1.92,1.12,1.21,-0.09,3.24,0.0,0.0,0.0,,,,
Z.Wilson,MIA,QB,11.0,6.0,32.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.58,0.0,0.0,0.0,3,3.667,2.0,10.667,0.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.527,0.527,0.0,0.0,0.23,0.0,0.0,0.0,,,,
Z.Wilson,MIA,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.46,0.0,0.0,0.0,,,,
