player,team,position,attempts,completions,passing_yards,passing_tds,interceptions,sacks,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,air_yards,fantasy_points,fantasy_points_ppr,offense_snaps,defense_snaps,st_snaps,games_played,pass_attempts_pg,completions_pg,passing_yards_pg,passing_tds_pg,interceptions_pg,rush_attempts_pg,rushing_yards_pg,targets_pg,receptions_pg,receiving_yards_pg,air_yards_pg,fantasy_points_pg,fantasy_points_std_pg,target_share,air_yards_share,carries_share,snap_share,route_participation,red_zone_touch_share,red_zone_carries,red_zone_targets,red_zone_pass_attempts,goal_line_touches
A.Abdullah,IND,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,60.0,1.0,17.0,16.0,99.0,0.0,-3.0,21.9,37.9,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,1.167,5.0,1.417,1.333,8.25,-0.25,3.158,1.825,3.17,-0.07,3.16,0.0,0.0,1.49,3.0,1.0,0.0,1.0
A.Baccellia,ARI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,0.0,7.0,0.8,2.8,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.5,1.4,0.4,0.65,0.16,0.0,0.0,0.0,0.85,0.0,2.0,0.0,0.0
A.Bachman,LV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,0.0,14.0,1.2,3.2,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,4.0,4.667,1.067,0.4,0.6,0.44,0.0,0.0,0.0,0.0,,,,
A.Barner,SEA,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,1.0,68.0,52.0,519.0,6.0,297.0,95.3,147.3,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.588,0.824,4.0,3.059,30.529,17.471,8.665,5.606,14.88,8.11,1.97,0.0,0.0,6.15,3.0,13.0,0.0,4.0
A.Beck,NYJ,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,9.0,6.0,45.0,2.0,38.0,17.0,23.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.143,0.714,1.286,0.857,6.429,5.429,3.286,2.429,1.89,1.18,0.22,0.0,0.0,1.68,1.0,2.0,0.0,2.0
A.Brown,PHI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,78.0,1003.0,7.0,1425.0,142.3,220.3,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.067,5.2,66.867,95.0,14.687,9.487,25.97,33.83,0.0,0.0,0.0,6.1,0.0,13.0,0.0,2.0
A.Cappa,LV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.2,0.06,0.0,0.0,0.0,0.62,0.0,1.0,0.0,1.0
A.Dalton,CAR,QB,45.0,25.0,293.0,1.0,1.0,8.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.620000000000001,14.620000000000001,0.0,0.0,0.0,3,15.0,8.333,97.667,0.333,0.333,1.333,-0.333,0.0,0.0,0.0,0.0,4.873,4.873,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,7.0,0.0
A.Dalton,CAR,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,7.0,0.0
A.Dillon,PHI,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,60.0,0.0,3.0,3.0,21.0,0.0,12.0,8.1,11.1,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.5,0.5,3.5,2.0,1.85,1.35,0.64,0.28,2.51,0.0,0.0,1.41,2.0,1.0,0.0,0.0
A.Dulin,IND,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,10.0,5.0,106.0,0.0,158.0,15.0,20.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.429,6.286,1.429,0.714,15.143,22.571,2.857,2.143,1.87,3.7,0.68,0.0,0.0,1.12,2.0,1.0,0.0,0.0
A.Ekeler,WAS,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,0.0,7.0,5.0,38.0,0.0,12.0,8.1,13.1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,7.0,21.5,3.5,2.5,19.0,6.0,6.55,4.05,1.61,0.32,2.87,0.0,0.0,0.92,2.0,0.0,0.0,0.0
A.Estime,NO,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,198.0,1.0,13.0,12.0,103.0,0.0,-2.0,36.1,48.1,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,9.2,39.6,2.6,2.4,20.6,-0.4,9.62,7.22,2.3,-0.04,10.53,0.0,0.0,3.17,6.0,0.0,0.0,3.0
A.Firkser,DET,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,53.0,0.0,35.0,5.3,13.3,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,10.6,7.0,2.66,1.06,1.82,0.95,0.0,0.0,0.0,1.08,0.0,3.0,0.0,0.0
A.Gibson,NE,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,106.0,1.0,3.0,2.0,6.0,0.0,-6.0,17.2,19.2,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5.0,21.2,0.6,0.4,1.2,-1.2,3.84,3.44,0.62,-0.13,5.04,0.0,0.0,1.53,4.0,0.0,0.0,2.0
A.Gould,IND,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,-2.0,0.6,2.6,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-1.0,1.3,0.3,0.37,-0.05,0.0,0.0,0.0,0.0,,,,
A.Hooper,NE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,263.0,2.0,234.0,38.3,59.3,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.615,20.231,18.0,4.562,2.946,5.38,5.23,0.0,0.0,0.0,1.91,0.0,5.0,0.0,3.0
A.Ingold,MIA,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,11.0,8.0,52.0,0.0,41.0,6.1000000000000005,14.1,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.222,1.0,1.222,0.889,5.778,4.556,1.567,0.678,2.37,1.24,0.46,0.0,0.0,0.5,1.0,0.0,0.0,0.0
A.Iosivas,CIN,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,58.0,33.0,435.0,2.0,606.0,56.9,89.9,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.2,0.933,3.867,2.2,29.0,40.4,5.993,3.793,9.49,13.27,0.79,0.0,0.0,3.2,0.0,7.0,0.0,3.0
A.Jeanty,LV,,0.0,0.0,0.0,0.0,0.0,0.0,267.0,975.0,5.0,73.0,55.0,346.0,5.0,-104.0,192.1,247.1,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,15.706,57.353,4.294,3.235,20.353,-6.118,14.535,11.3,14.72,-3.25,72.16,0.0,0.0,27.78,35.0,10.0,0.0,12.0
A.Johnson,LAC,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.8,0.8,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,-2.0,0.8,0.8,0.18,-0.05,0.43,0.0,0.0,0.0,,,,
A.Jones,MIN,,0.0,0.0,0.0,0.0,0.0,0.0,132.0,548.0,2.0,41.0,28.0,199.0,1.0,-25.0,92.7,120.7,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,11.0,45.667,3.417,2.333,16.583,-2.083,10.058,7.725,8.69,-0.67,32.2,0.0,0.0,9.0,14.0,5.0,0.0,3.0
A.Kamara,NO,,0.0,0.0,0.0,0.0,0.0,0.0,131.0,471.0,1.0,39.0,33.0,186.0,0.0,33.0,71.7,104.7,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11.909,42.818,3.545,3.0,16.909,3.0,9.518,6.518,6.89,0.71,29.98,0.0,0.0,10.58,15.0,5.0,0.0,2.0
A.Lazard,NYJ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,70.0,1.0,142.0,13.0,23.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.111,7.778,15.778,2.556,1.444,3.77,4.41,0.0,0.0,0.0,3.35,0.0,6.0,0.0,3.0
A.Martinez,SF,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.21,0.0,0.0,0.0,,,,
A.McNamara,NYJ,QB,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,
A.Mitchell,IND,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,152.0,0.0,258.0,15.2,24.2,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.125,19.0,32.25,3.025,1.9,2.99,6.04,0.0,0.0,0.0,0.0,,,,
A.Mitchell,NYJ,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,58.0,24.0,301.0,2.0,844.0,41.7,65.69999999999999,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.125,-0.5,7.25,3.0,37.625,105.5,8.212,5.212,12.16,26.23,0.22,0.0,0.0,4.47,0.0,8.0,0.0,0.0
A.O'Connell,LV,QB,23.0,10.0,102.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,4.78,0.0,0.0,0.0,1,23.0,10.0,102.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,4.78,4.78,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,2.0,0.0
A.Ogletree,IND,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,27.0,1.0,42.0,8.7,12.700000000000001,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,6.75,10.5,3.175,2.175,1.12,0.98,0.0,0.0,0.0,0.74,0.0,2.0,0.0,1.0
A.Okwuegbunam,LV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,36.0,0.0,18.0,3.6,8.6,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,36.0,18.0,8.6,3.6,1.21,0.56,0.0,0.0,0.0,0.62,0.0,1.0,0.0,0.0
A.Pierce,IND,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,47.0,1003.0,6.0,1593.0,136.3,183.3,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.133,66.867,106.2,12.22,9.087,15.67,37.26,0.0,0.0,0.0,3.35,0.0,9.0,0.0,1.0
A.Prentice,DEN,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,44.0,0.0,8.0,6.0,53.0,0.0,9.0,9.7,15.7,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.833,3.667,0.667,0.5,4.417,0.75,1.308,0.808,1.36,0.21,2.19,0.0,0.0,1.61,2.0,2.0,0.0,2.0
A.Richardson,IND,QB,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,1.26,2.26,0.0,0.0,0.0,1,2.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,2.26,1.26,0.19,0.05,0.0,0.0,0.0,0.0,,,,
A.Richardson,IND,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.9,0.0,0.0,0.0,,,,
A.Rodgers,PIT,QB,529.0,327.0,3322.0,24.0,7.0,29.0,21.0,61.0,1.0,1.0,1.0,-9.0,0.0,-9.0,233.08,234.08,0.0,0.0,0.0,16,33.062,20.438,207.625,1.5,0.438,1.312,3.812,0.062,0.062,-0.562,-0.562,14.63,14.568,0.19,-0.28,5.16,0.0,0.0,1.29,3.0,0.0,81.0,2.0
A.Smith,NYJ,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,16.0,7.0,52.0,0.0,216.0,6.5,13.5,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.333,1.083,1.333,0.583,4.333,18.0,1.125,0.542,3.35,6.71,0.87,0.0,0.0,0.0,,,,
A.St. Brown,DET,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,172.0,117.0,1401.0,11.0,1390.0,207.0,324.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.176,0.529,10.118,6.882,82.412,81.765,19.059,12.176,31.27,37.84,0.68,0.0,0.0,12.95,1.0,35.0,0.0,9.0
A.Thielen,MIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,69.0,0.0,145.0,6.9,14.9,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.111,0.889,7.667,16.111,1.656,0.767,4.03,3.89,0.0,0.0,0.0,0.95,0.0,2.0,0.0,1.0
A.Thielen,PIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,117.0,0.0,161.0,11.7,22.7,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.2,23.4,32.2,4.54,2.34,3.24,5.09,0.0,0.0,0.0,0.86,0.0,2.0,0.0,0.0
A.Trammell,JAX,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,46.0,0.0,130.0,4.6,7.6,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,9.2,26.0,1.52,0.92,1.82,2.66,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0
A.Trautman,DEN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,195.0,1.0,106.0,25.5,45.5,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.091,1.818,17.727,9.636,4.136,2.318,3.9,2.42,0.0,0.0,0.0,0.4,0.0,1.0,0.0,1.0
B.Allen,NYJ,,0.0,0.0,0.0,0.0,0.0,0.0,19.0,76.0,1.0,3.0,2.0,17.0,0.0,8.0,15.3,17.3,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,4.75,19.0,0.75,0.5,4.25,2.0,4.325,3.825,0.63,0.25,4.14,0.0,0.0,5.03,7.0,2.0,0.0,2.0
B.Allen,TEN,QB,31.0,17.0,72.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.88,0.0,0.0,0.0,1,31.0,17.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.88,0.0,0.0,0.0,0.0,0.0,0.0,,,,
B.Aubrey,DAL,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.22,0.0,0.0,0.0,,,,
B.Bates,CLE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,25.0,0.0,16.0,2.5,4.5,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,8.333,5.333,1.5,0.833,0.57,0.45,0.0,0.0,0.0,0.56,0.0,1.0,0.0,1.0
B.Bates,HOU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,0.0,23.0,2.3,4.3,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,23.0,4.3,2.3,0.36,0.5,0.0,0.0,0.0,0.0,,,,
B.Berrios,HOU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,37.0,0.0,24.0,3.6999999999999997,9.700000000000001,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,18.5,12.0,4.85,1.85,1.44,0.52,0.0,0.0,0.0,0.82,0.0,2.0,0.0,0.0
B.Bowers,LV,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,87.0,64.0,680.0,7.0,560.0,110.2,174.2,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.167,0.167,7.25,5.333,56.667,46.667,14.517,9.183,17.54,17.51,0.54,0.0,0.0,11.11,0.0,18.0,0.0,3.0
B.Brooks,HOU,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,7.8,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,5.667,26.0,0.0,0.0,0.0,0.0,2.6,2.6,0.0,0.0,3.57,0.0,0.0,0.82,2.0,0.0,0.0,2.0
B.Brown,CHI,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,1.0,1.0,0.0,0.0,0.0,4.0,9.7,9.7,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5.0,37.0,1.0,0.0,0.0,4.0,9.7,9.7,0.19,0.09,0.99,0.0,0.0,0.0,,,,
B.Collins,NYG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,0.0,73.0,2.5,4.5,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.667,8.333,24.333,1.5,0.833,1.19,1.69,0.0,0.0,0.0,0.38,0.0,1.0,0.0,0.0
B.Cook,NYJ,QB,173.0,88.0,739.0,2.0,7.0,19.0,13.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,35.46,35.46,0.0,0.0,0.0,5,34.6,17.6,147.8,0.4,1.4,2.6,9.8,0.0,0.0,0.0,0.0,7.092,7.092,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,20.0,0.0
B.Cooks,BUF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,114.0,0.0,285.0,11.4,16.4,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.25,28.5,71.25,4.1,2.85,2.25,8.16,0.0,0.0,0.0,0.0,,,,
B.Cooks,NO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,165.0,0.0,231.0,16.5,35.5,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,2.111,18.333,25.667,3.944,1.833,4.42,4.94,0.0,0.0,0.0,0.53,0.0,1.0,0.0,0.0
B.Corum,LA,,0.0,0.0,0.0,0.0,0.0,0.0,145.0,746.0,6.0,14.0,8.0,36.0,0.0,25.0,114.2,122.2,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,8.529,43.882,0.824,0.471,2.118,1.471,7.188,6.718,2.41,0.47,31.18,0.0,0.0,9.3,27.0,1.0,0.0,13.0
B.Covey,PHI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,20.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,20.0,8.0,4.0,2.0,0.86,0.19,0.0,0.0,0.0,0.0,,,,
B.Hall,NYJ,QB,1.0,1.0,4.0,1.0,0.0,0.0,18.0,133.0,2.0,3.0,2.0,14.0,0.0,-2.0,30.86,32.86,0.0,0.0,0.0,1,1.0,1.0,4.0,1.0,0.0,18.0,133.0,3.0,2.0,14.0,-2.0,32.86,30.86,0.63,-0.06,3.92,0.0,0.0,18.44,24.0,9.0,1.0,5.0
B.Hall,NYJ,,0.0,0.0,0.0,0.0,0.0,0.0,225.0,932.0,2.0,45.0,34.0,336.0,1.0,16.0,144.8,178.8,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15.0,62.133,3.0,2.267,22.4,1.067,11.92,9.653,9.43,0.5,49.02,0.0,0.0,18.44,24.0,9.0,1.0,5.0
B.Irving,TB,,0.0,0.0,0.0,0.0,0.0,0.0,173.0,588.0,1.0,35.0,30.0,277.0,3.0,-56.0,110.5,140.5,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,17.3,58.8,3.5,3.0,27.7,-5.6,14.05,11.05,6.42,-1.29,36.5,0.0,0.0,10.09,18.0,4.0,0.0,0.0
B.Mann,PHI,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4,-3.4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,-34.0,0.0,0.0,0.0,0.0,-3.4,-3.4,0.0,0.0,0.21,0.0,0.0,0.0,,,,
B.Mayfield,TB,QB,585.0,343.0,3693.0,26.0,11.0,36.0,55.0,382.0,1.0,0.0,0.0,0.0,0.0,0.0,284.92,284.92,0.0,0.0,0.0,17,34.412,20.176,217.235,1.529,0.647,3.235,22.471,0.0,0.0,0.0,0.0,16.76,16.76,0.0,0.0,11.6,0.0,0.0,4.13,9.0,0.0,76.0,1.0
B.Melton,GB,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,13.0,4.0,107.0,1.0,222.0,20.2,24.2,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.625,4.375,1.625,0.5,13.375,27.75,3.025,2.525,2.81,5.43,1.02,0.0,0.0,0.0,,,,
B.Nix,DEN,QB,639.0,388.0,3931.0,25.0,11.0,22.0,83.0,356.0,5.0,1.0,0.0,0.0,0.0,2.0,311.84,311.84,0.0,0.0,0.0,17,37.588,22.824,231.235,1.471,0.647,4.882,20.941,0.059,0.0,0.0,0.118,18.344,18.344,0.17,0.05,18.16,0.0,0.0,7.26,17.0,1.0,95.0,1.0
B.Oliver,TEN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,6.0,0.8,1.8,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,6.0,1.8,0.8,0.19,0.15,0.0,0.0,0.0,0.0,,,,
B.Purdy,SF,QB,298.0,197.0,2167.0,20.0,10.0,11.0,33.0,147.0,3.0,0.0,0.0,0.0,0.0,0.0,189.38,189.38,0.0,0.0,0.0,9,33.111,21.889,240.778,2.222,1.111,3.667,16.333,0.0,0.0,0.0,0.0,21.042,21.042,0.0,0.0,6.86,0.0,0.0,2.52,7.0,0.0,60.0,2.0
B.Raimann,IND,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.19,0.05,0.0,0.0,0.0,0.37,0.0,1.0,0.0,1.0
B.Robinson,ATL,,0.0,0.0,0.0,0.0,0.0,0.0,288.0,1478.0,7.0,103.0,79.0,820.0,4.0,101.0,295.8,374.8,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,16.941,86.941,6.059,4.647,48.235,5.941,22.047,17.4,19.73,2.41,60.25,0.0,0.0,23.9,36.0,13.0,0.0,12.0
B.Robinson,SF,,0.0,0.0,0.0,0.0,0.0,0.0,92.0,400.0,2.0,12.0,8.0,25.0,0.0,0.0,54.5,62.5,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,5.75,25.0,0.75,0.5,1.562,0.0,3.906,3.406,2.17,0.0,19.13,0.0,0.0,6.12,13.0,4.0,0.0,3.0
B.Russell,SEA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,
B.Rypien,CIN,QB,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
B.Sims,MIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,30.0,0.0,73.0,3.0,6.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,24.333,2.0,1.0,1.27,1.96,0.0,0.0,0.0,0.47,0.0,1.0,0.0,0.0
B.Sinnott,WAS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,114.0,1.0,106.0,17.400000000000002,28.4,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,1.375,14.25,13.25,3.55,2.175,2.98,2.83,0.0,0.0,0.0,0.46,0.0,1.0,0.0,1.0
B.Skowronek,PIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,69.0,1.0,61.0,12.9,16.9,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,11.5,10.167,2.817,2.15,1.15,1.93,0.0,0.0,0.0,0.43,0.0,1.0,0.0,0.0
B.Smith,KC,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,151.0,0.0,35.0,25.0,172.0,1.0,-56.0,38.3,63.3,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,2.933,10.067,2.333,1.667,11.467,-3.733,4.22,2.553,6.34,-1.3,10.23,0.0,0.0,6.72,10.0,7.0,0.0,3.0
